event_name_raw,event_location_raw,event_city,event_state,event_zip,event_country,event_location_confidence,event_date_raw,event_start_date,event_end_date_full,sponsoring_affiliate,chief_td,num_sections,num_players,event_id,event_lat,event_lon,event_geo_source
SATURDAY QUADS,"NORWALK, CT  06850",NORWALK,CT,06850,US,city+state+zip,2025-05-03,2025-05-03,2025-05-03,E4 CHESS ACADEMY,ARSLAN OTCHIYEV,2,10,202505032842,41.597782,-72.755371,state_centroid
MARSHALL WEEKLY WEDNESDAYS U2200,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2024-09-18 thru 2024-10-23,2024-09-18,2024-10-23,MARSHALL CHESS CLUB,GREGORY KEENER,1,36,202410233822,40.7128,-74.006,city_centroid
MASTERMINDS NATIONAL CHESS DAY,"PHILADELPHIA, PA  19132",PHILADELPHIA,PA,19132,US,city+state+zip,2024-10-12,2024-10-12,2024-10-12,MASTERMINDS CHESS CLUB,BRADLEY CRABLE,5,52,202410126502,39.9526,-75.1652,city_centroid
SUPER SUNDAY - FIDE,"PISCATAWAY, NJ  08854",PISCATAWAY,NJ,08854,US,city+state+zip,2024-10-06,2024-10-06,2024-10-06,KINGS AND QUEENS CHESS ACADEMY,STEPHEN D LORIMOR,1,29,202410063352,40.298904,-74.521011,state_centroid
EMPIRECHESSTRAINING ROSH HASHANAH DAY CAMP,"NY, NY  10001",NY,NY,10001,US,city+state+zip,2024-10-03,2024-10-03,2024-10-03,EMPIRE CHESS TRAINING,DOMINIC NATHAN PARAGUA,1,17,202410031152,42.165726,-74.948051,state_centroid
MASTERMINDS 2ND SATURDAY,"PHILADELPHIA, PA  19132",PHILADELPHIA,PA,19132,US,city+state+zip,2024-09-14,2024-09-14,2024-09-14,MASTERMINDS CHESS CLUB,BRADLEY CRABLE,6,52,202409149912,39.9526,-75.1652,city_centroid
8TH NY STATE GIRLS CHAMPIONSHIP!,"NEW YORK, NY  10025",NEW YORK,NY,10025,US,city+state+zip,2024-11-09 thru 2024-11-10,2024-11-09,2024-11-10,CHESS CENTER OF NEW YORK,JABARI MCGREEN,10,480,202411105182,40.7128,-74.006,city_centroid
2025 TEXAS COLLEGIATE SUPER FINALS,"RICHARDSON, TX  75080",RICHARDSON,TX,75080,US,city+state+zip,2025-10-25 thru 2025-10-26,2025-10-25,2025-10-26,UNIVERSITY OF TX AT DALLAS,LOUIS A REED JR.,1,29,202510268742,31.054487,-97.563461,state_centroid
2025 MARSHALL SUMMER INVITATIONAL G,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-07-08 thru 2025-07-13,2025-07-08,2025-07-13,MARSHALL CHESS CLUB,CARLOS ALBERTO CHAVEZ,1,10,202507133382,40.7128,-74.006,city_centroid
PNWCC GM-IM NORM RR - MAY 2025,"BELLEVUE, WA  98004",BELLEVUE,WA,98004,US,city+state+zip,2025-05-22 thru 2025-05-26,2025-05-22,2025-05-26,PACIFIC NORTHWEST CHESS CENTER,ANDREI BOTEZ,1,10,202505266192,47.6101,-122.2015,city_centroid
TX COLLEGIATE SUPERFINALS,"LUBBOCK, TX  79409",LUBBOCK,TX,79409,US,city+state+zip,2024-10-19 thru 2024-10-20,2024-10-19,2024-10-20,TEXAS TECH CHESS PROGRAM,MELANIE ANNE KNEEN,1,31,202410203332,31.054487,-97.563461,state_centroid
41ST ANNUAL WESTERN STATES OPEN,"RENO, NV  89523",RENO,NV,89523,US,city+state+zip,2024-10-03 thru 2024-10-06,2024-10-03,2024-10-06,RENO CHESS CLUB,JEROME V WEIKEL,8,215,202410063732,39.5296,-119.8138,city_centroid
78TH JERRY SPANN OKLAHOMA STATE CHAMPIONSHIP,"EDMOND, OK  73034",EDMOND,OK,73034,US,city+state+zip,2024-06-01 thru 2024-06-02,2024-06-01,2024-06-02,OKLAHOMA CHESS ASSOCIATION,JOSIE L BRADDY,4,125,202406020962,35.565342,-96.928917,state_centroid
2023 TEXAS COLLEGIATE SUPER FINALS,"BROWNSVILLE, TX  78520",BROWNSVILLE,TX,78520,US,city+state+zip,2023-09-16 thru 2023-09-17,2023-09-16,2023-09-17,UTRGV-CHESS,LOUIS A REED JR.,1,29,202309172542,31.054487,-97.563461,state_centroid
2023 NEW MEXICO SENIOR CHAMPIONSHIP,"ALBUQUERQUE, NM  87109",ALBUQUERQUE,NM,87109,US,city+state+zip,2023-01-21 thru 2023-01-22,2023-01-21,2023-01-22,NEW MEXICO CHESS ORGANIZATION,WILLOW KATRINA LETARD,6,68,202301227422,35.0844,-106.6504,city_centroid
DCC TRIBUTE TO MLK 2023,"DENVER, CO  80202",DENVER,CO,80202,US,city+state+zip,2023-01-14 thru 2023-01-15,2023-01-14,2023-01-15,DENVER CHESS CLUB,THOMAS NELSON,6,110,202301153362,39.7392,-104.9903,city_centroid
2ND ANNUAL FORESTER OPEN,"FRISCO, TX  75034",FRISCO,TX,75034,US,city+state+zip,2022-11-23 thru 2022-11-27,2022-11-23,2022-11-27,BLAKEMAN CHESS,COLE FORESTER BLAKEMAN,9,203,202211271012,31.054487,-97.563461,state_centroid
2022 TEXAS COLLEGIATE SUPER FINALS,"RICHARDSON, TX  75080",RICHARDSON,TX,75080,US,city+state+zip,2022-10-22 thru 2022-10-23,2022-10-22,2022-10-23,UNIVERSITY OF TX AT DALLAS,LOUIS A REED JR.,1,29,202210230252,31.054487,-97.563461,state_centroid
2022 RENO WESTERN STATES OPEN,"RENO, NV  89523",RENO,NV,89523,US,city+state+zip,2022-10-13 thru 2022-10-16,2022-10-13,2022-10-16,RENO CHESS CLUB,JEROME V WEIKEL,7,234,202210168662,39.5296,-119.8138,city_centroid
HOLLYWOOD CHESS NORM CLASSIC 2,"LOS ANGELES, CA  90045",LOS ANGELES,CA,90045,US,city+state+zip,2022-07-25 thru 2022-07-29,2022-07-25,2022-07-29,1000 GM,RANDALL D HOUGH,2,20,202207297142,34.0522,-118.2437,city_centroid
HOLLYWOOD CHESS NORM CLASSIC,"LOS ANGELES, CA  90045",LOS ANGELES,CA,90045,US,city+state+zip,2022-07-20 thru 2022-07-24,2022-07-20,2022-07-24,1000 GM,RANDALL D HOUGH,1,10,202207244352,34.0522,-118.2437,city_centroid
4TH SKYLINE OPEN BLITZ,"DULLES, VA  23452",DULLES,VA,23452,US,city+state+zip,2025-10-11,2025-10-11,2025-10-11,EASTERN CHESS ASSOCIATION,VENKATA KRISHNAN JAYARAMAN,1,28,202510118602,37.769337,-78.169968,state_centroid
DONALD CARRELLI MEMORIAL 2025,"WESTFIELD, NJ  07090",WESTFIELD,NJ,07090,US,city+state+zip,2025-06-29,2025-06-29,2025-06-29,WESTFIELD CHESS CLUB,ALEXANDER C HU,9,39,202506295552,40.298904,-74.521011,state_centroid
WESTFIELD SUPER BOWL SWISS 2024,"WESTFIELD, NJ  07090",WESTFIELD,NJ,07090,US,city+state+zip,2024-02-11,2024-02-11,2024-02-11,WESTFIELD CHESS CLUB,ALEXANDER C HU,3,64,202402118012,40.298904,-74.521011,state_centroid
11TH LIBERTY BELL OPEN BLITZ!,"PHILADELPHIA, PA  19103",PHILADELPHIA,PA,19103,US,city+state+zip,2024-01-14,2024-01-14,2024-01-14,CONTINENTAL CHESS ASSOCIATION,HAROLD G STENZEL,1,56,202401140212,39.9526,-75.1652,city_centroid
WESTFIELD OCTOS 11/12/2023,"WESTFIELD, NJ  07090",WESTFIELD,NJ,07090,US,city+state+zip,2023-11-12,2023-11-12,2023-11-12,WESTFIELD CHESS CLUB,HAIBO HU,4,39,202311126862,40.298904,-74.521011,state_centroid
WESTFIELD OCTOS 9/24/2023,"WESTFIELD, NJ  07090",WESTFIELD,NJ,07090,US,city+state+zip,2023-09-24,2023-09-24,2023-09-24,WESTFIELD CHESS CLUB,ALEXANDER C HU,9,68,202309246502,40.298904,-74.521011,state_centroid
WESTFIELD CHESS CLUB CHAMPIONSHIP 2023,"WESTFIELD, NJ  07090",WESTFIELD,NJ,07090,US,city+state+zip,2023-07-30 thru 2023-08-06,2023-07-30,2023-08-06,WESTFIELD CHESS CLUB,ALEXANDER C HU,3,57,202308069932,40.298904,-74.521011,state_centroid
WESTFIELD SWISS 06/11/2023,"WESTFIELD, NJ  07090",WESTFIELD,NJ,07090,US,city+state+zip,2023-06-11,2023-06-11,2023-06-11,WESTFIELD CHESS CLUB,HAIBO HU,3,49,202306119412,40.298904,-74.521011,state_centroid
10TH CHERRY BLOSSOM SIDE EVENTS,"DULLES, VA  20166",DULLES,VA,20166,US,city+state+zip,2023-05-27 thru 2023-05-29,2023-05-27,2023-05-29,CAPITAL AREA CHESS,MR. GREGORY LEONID VASERSTEIN,5,98,202305293642,37.769337,-78.169968,state_centroid
4TH COLONIAL OPEN-TOPSECTIONS,"DULLES, VA  20166",DULLES,VA,20166,US,city+state+zip,2023-04-06 thru 2023-04-09,2023-04-06,2023-04-09,CAPITAL AREA CHESS,MR. GREGORY LEONID VASERSTEIN,2,105,202304093032,37.769337,-78.169968,state_centroid
4TH COLONIAL OPEN-BLITZ,"DULLES, VA  20166",DULLES,VA,20166,US,city+state+zip,2023-04-08,2023-04-08,2023-04-08,CAPITAL AREA CHESS,MR. GREGORY LEONID VASERSTEIN,2,40,202304083482,37.769337,-78.169968,state_centroid
1ST ANNUAL MEMBERS ONLY BLITZ TOURNAMENT,"ST. LOUIS, MO  63107",ST. LOUIS,MO,63107,US,city+state+zip,2023-03-10,2023-03-10,2023-03-10,US CHESS FEDERATION,JUDIT SZTARAY,1,418,202303106932,38.456085,-92.288368,state_centroid
MARSHALL UNDER 1600,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-07-23 thru 2025-08-27,2025-07-23,2025-08-27,MARSHALL CHESS CLUB,GREGORY KEENER,2,28,202508279752,40.7128,-74.006,city_centroid
BLUE RIDGE OPEN 2025,"DULLES, VA  20171",DULLES,VA,20171,US,city+state+zip,2025-09-19 thru 2025-09-21,2025-09-19,2025-09-21,ATLANTIC CHESS ASSOCIATION,PETER H CRANEY,4,75,202509214052,37.769337,-78.169968,state_centroid
EVANSTON TRI-LEVEL SEPTEMBER 2025,"EVANSTON, IL  60202",EVANSTON,IL,60202,US,city+state+zip,2025-09-13,2025-09-13,2025-09-13,EVANSTON CHESS,MARET THORPE,3,46,202509139362,42.0451,-87.6877,city_centroid
2025 ILLINOIS OPEN,"LISLE, IL  60532",LISLE,IL,60532,US,city+state+zip,2025-08-28 thru 2025-09-01,2025-08-28,2025-09-01,WILSON-CHESS,GARY L JANSSEN,6,228,202509012592,40.349457,-88.986137,state_centroid
20TH ANNUAL INDIANAPOLIS OPEN,"INDIANAPOLIS, IN  46241",INDIANAPOLIS,IN,46241,US,city+state+zip,2025-08-22 thru 2025-08-24,2025-08-22,2025-08-24,CONTINENTAL CHESS ASSOCIATION,DANIAL A WILSON,5,183,202508248042,39.7684,-86.1581,city_centroid
2025 CHICAGO SUMMER OPEN,"EVANSTON, IL  60201",EVANSTON,IL,60201,US,city+state+zip,2025-06-20 thru 2025-06-22,2025-06-20,2025-06-22,WILSON-CHESS,JEFF K WIEWEL,7,288,202506221502,42.0451,-87.6877,city_centroid
18TH ANNUAL CCA CLEVELAND OPEN,"MIDDLEBURG HEIGHTS, OH  44130",MIDDLEBURG HEIGHTS,OH,44130,US,city+state+zip,2025-06-13 thru 2025-06-15,2025-06-13,2025-06-15,CONTINENTAL CHESS ASSOCIATION,DAVID A HATER,6,194,202506156922,40.388783,-82.764915,state_centroid
2025 WILSON CHESS MAY. FIDE PLUS SCORE,"SCHAUMBURG, IL  60173",SCHAUMBURG,IL,60173,US,city+state+zip,2025-05-18,2025-05-18,2025-05-18,WILSON-CHESS,DANIAL A WILSON,4,29,202505180792,40.349457,-88.986137,state_centroid
5TH ANNUAL NIAGARA FALLS OPEN,"NIAGARA FALLS, NY  14303",NIAGARA FALLS,NY,14303,US,city+state+zip,2025-05-02 thru 2025-05-04,2025-05-02,2025-05-04,CONTINENTAL CHESS ASSOCIATION,DAVID A HATER,5,117,202505043362,42.165726,-74.948051,state_centroid
2025 CINCINNATI OPEN,"CINCINNATI, OH  45242",CINCINNATI,OH,45242,US,city+state+zip,2025-04-11 thru 2025-04-13,2025-04-11,2025-04-13,CINCINNATI SCHOLASTIC CHESS,KEITH BRACKENRIDGE,10,255,202504130192,39.1031,-84.512,city_centroid
2025 US AMATEUR TEAM NORTH,"SCHAUMBURG, IL  60173",SCHAUMBURG,IL,60173,US,city+state+zip,2025-02-21 thru 2025-02-23,2025-02-21,2025-02-23,CHESS WEEKEND,DAVID P SYE,4,577,202502237692,40.349457,-88.986137,state_centroid
TIM JUST WINTER OPEN XLI,"SCHAUMBURG, IL  60173",SCHAUMBURG,IL,60173,US,city+state+zip,2025-01-03 thru 2025-01-05,2025-01-03,2025-01-05,KING REGISTRATION,JEFF K WIEWEL,8,290,202501057602,40.349457,-88.986137,state_centroid
2024 NORTH CENTRAL OPEN (3 SECTIONS,"MIDDLETON, WI  53562",MIDDLETON,WI,53562,US,city+state+zip,2024-12-27 thru 2024-12-29,2024-12-27,2024-12-29,WISCONSIN CHESS ASSOCIATION,RYAN MURPHY,4,139,202412293232,44.268543,-89.616508,state_centroid
8TH ANNUAL SEVAN MEMORIAL TOURNAMEN,"SCHAUMBURG, IL  60173",SCHAUMBURG,IL,60173,US,city+state+zip,2024-11-29 thru 2024-12-01,2024-11-29,2024-12-01,CHESS WEEKEND,ALLEN PRIEST,3,180,202412017862,40.349457,-88.986137,state_centroid
EVANSTON 2X3 11-9-2024,"EVANSTON, IL  60202",EVANSTON,IL,60202,US,city+state+zip,2024-11-09,2024-11-09,2024-11-09,EVANSTON CHESS,MARET THORPE,3,28,202411094062,42.0451,-87.6877,city_centroid
FRIDAY BLITZ,"CHICAGO, IL  60605",CHICAGO,IL,60605,US,city+state+zip,2024-11-08,2024-11-08,2024-11-08,CHICAGO CHESS CENTER NFP INC,EDWIN WALKER,1,26,202411083322,41.8781,-87.6298,city_centroid
SATURDAY SWISS,"CHICAGO, IL  60605",CHICAGO,IL,60605,US,city+state+zip,2024-10-26,2024-10-26,2024-10-26,CHICAGO CHESS CENTER NFP INC,BRANDO PAWLING,2,39,202410265662,41.8781,-87.6298,city_centroid
32ND ANNUAL MIDWEST CLASS CHAMPIONSHIP,"WHEELING, IL  60090",WHEELING,IL,60090,US,city+state+zip,2024-10-11 thru 2024-10-13,2024-10-11,2024-10-13,CONTINENTAL CHESS ASSOCIATION,JEFF K WIEWEL,8,304,202410137742,40.349457,-88.986137,state_centroid
WILSON CHESS SEP. FIDE PLUS SCORE,"SCHAUMBURG, IL  60173",SCHAUMBURG,IL,60173,US,city+state+zip,2024-09-29,2024-09-29,2024-09-29,WILSON-CHESS,DANIAL A WILSON,4,50,202409299592,40.349457,-88.986137,state_centroid
2024 ILLINOIS OPEN,"LISLE, IL  60532",LISLE,IL,60532,US,city+state+zip,2024-08-30 thru 2024-09-02,2024-08-30,2024-09-02,KING REGISTRATION,JEFF K WIEWEL,8,262,202409024242,40.349457,-88.986137,state_centroid
WEDNESDAY QUADS,"CHICAGO, IL  60605",CHICAGO,IL,60605,US,city+state+zip,2024-08-28,2024-08-28,2024-08-28,CHICAGO CHESS CENTER NFP INC,JONATHAN SILVERSTEIN,3,14,202408282552,41.8781,-87.6298,city_centroid
19TH ANNUAL INDIANAPOLIS OPEN,"INDIANAPOLIS, IN  46241",INDIANAPOLIS,IN,46241,US,city+state+zip,2024-08-23 thru 2024-08-25,2024-08-23,2024-08-25,CONTINENTAL CHESS ASSOCIATION,DAVID A HATER,6,163,202408259882,39.7684,-86.1581,city_centroid
2024 US JUNIOR SENIOR EVENTS,"NORTHBROOK, IL  60062",NORTHBROOK,IL,60062,US,city+state+zip,2024-07-12 thru 2024-07-14,2024-07-12,2024-07-14,CAVEMAN CHESS LLC,GLENN PANNER,3,67,202407146462,40.349457,-88.986137,state_centroid
SATURDAY FIDE SWISS,"CHICAGO, IL  60605",CHICAGO,IL,60605,US,city+state+zip,2024-07-06,2024-07-06,2024-07-06,CHICAGO CHESS CENTER NFP INC,JOSHUA FLORES,2,31,202407060502,41.8781,-87.6298,city_centroid
4TH ANNUAL NIAGARA FALLS OPEN,"NIAGARA FALLS, NY  14303",NIAGARA FALLS,NY,14303,US,city+state+zip,2024-05-31 thru 2024-06-02,2024-05-31,2024-06-02,CONTINENTAL CHESS ASSOCIATION,DAVID A HATER,4,176,202406020822,42.165726,-74.948051,state_centroid
CHICAGO CLASS BLITZ,"WHEELING, IL  60090",WHEELING,IL,60090,US,city+state+zip,2025-07-19,2025-07-19,2025-07-19,CONTINENTAL CHESS ASSOCIATION,DAVID A HATER,1,38,202507197382,40.349457,-88.986137,state_centroid
2025 NATIONAL COLLEGIATE BLITZ CHAMPIONSHIP,"CHARLOTTE, NC  28226",CHARLOTTE,NC,28226,US,city+state+zip,2025-01-03,2025-01-03,2025-01-03,CHARLOTTE CHESS CENTER,MAYA MYERS,2,192,202501035752,35.2271,-80.8431,city_centroid
13TH ANNUAL CHICAGO OPEN BLITZ,"WHEELING, IL  60090",WHEELING,IL,60090,US,city+state+zip,2024-05-26,2024-05-26,2024-05-26,CONTINENTAL CHESS ASSOCIATION,BRIAN Y YANG,2,156,202405266482,40.349457,-88.986137,state_centroid
ALEXEI NAVALNY ACTION,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2024-05-02,2024-05-02,2024-05-02,MARSHALL CHESS CLUB,MIGUEL GARCIA,1,55,202405021572,40.7128,-74.006,city_centroid
2022 NATIONAL G/15 CHAMPIONSHIP,"RANCHO MIRAGE, CA  92270",RANCHO MIRAGE,CA,92270,US,city+state+zip,2022-08-03,2022-08-03,2022-08-03,US CHESS FEDERATION,TOM K BROWNSCOMBE,1,33,202208039292,36.116203,-119.681564,state_centroid
10TH ANNUAL HARING NATL TMT OF GIRLS STATE CHAMPS,"RANCHO MIRAGE, CA  92270",RANCHO MIRAGE,CA,92270,US,city+state+zip,2022-07-30 thru 2022-08-02,2022-07-30,2022-08-02,US CHESS FEDERATION,JON HASKEL,1,46,202208029092,36.116203,-119.681564,state_centroid
2022 U.S. AMATEUR TEAM NORTH,"SCHAUMBURG, IL  60173",SCHAUMBURG,IL,60173,US,city+state+zip,2022-02-18 thru 2022-02-20,2022-02-18,2022-02-20,CHESS WEEKEND,ERIK M CZERWIN,3,326,202202202652,40.349457,-88.986137,state_centroid
2022 NORTHERN BLITZ CHAMPIONSHIP- O,"SCHAUMBURG, IL  60173",SCHAUMBURG,IL,60173,US,city+state+zip,2022-02-19,2022-02-19,2022-02-19,CHESS WEEKEND,GLENN PANNER,1,74,202202194012,40.349457,-88.986137,state_centroid
2021 K-12 BLITZ CHAMPIONSHIP,"ORLANDO, FL  32819",ORLANDO,FL,32819,US,city+state+zip,2021-12-02,2021-12-02,2021-12-02,US CHESS FEDERATION,STEVE IMMITT,1,117,202112023462,28.5383,-81.3792,city_centroid
2021 U.S. WOMENS OPEN CHESS CHAMPIONSHIP,"LAS VEGAS, NV  89109",LAS VEGAS,NV,89109,US,city+state+zip,2021-06-16 thru 2021-06-17,2021-06-16,2021-06-17,VEGAS CHESS FESTIVALS,KAREN PENNOCK,1,53,202106178462,36.1699,-115.1398,city_centroid
10TH ANNUAL CHICAGO OPEN BLITZ,"WHEELING, IL  60090",WHEELING,IL,60090,US,city+state+zip,2021-05-30,2021-05-30,2021-05-30,CONTINENTAL CHESS ASSOCIATION,DAVID A HATER,2,86,202105302762,40.349457,-88.986137,state_centroid
2025 JUNE-JULY MARSHALL MONDAYS,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-06-02 thru 2025-07-07,2025-06-02,2025-07-07,MARSHALL CHESS CLUB,OSCAR GARCIA,1,37,202507070102,40.7128,-74.006,city_centroid
MORNING MASTERS,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2025-02-15,2025-02-15,2025-02-15,MARSHALL CHESS CLUB,TAMAR CHANADIRI,1,4,202502151312,40.7128,-74.006,city_centroid
SATURDAY G/50 OPEN & U1800,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-12-30,2023-12-30,2023-12-30,MARSHALL CHESS CLUB,MIGUEL GARCIA,2,88,202312303162,40.7128,-74.006,city_centroid
G-50 OPEN,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-08-27,2023-08-27,2023-08-27,MARSHALL CHESS CLUB,MIGUEL GARCIA,2,62,202308272422,40.7128,-74.006,city_centroid
SUNDAY G-50,"NEW YORK, NY  10011",NEW YORK,NY,10011,US,city+state+zip,2023-07-30,2023-07-30,2023-07-30,MARSHALL CHESS CLUB,MIGUEL GARCIA,2,72,202307306402,40.7128,-74.006,city_centroid
JULY CHESS CHALLENGE I,"NEW YORK, NY  10034",NEW YORK,NY,10034,US,city+state+zip,2022-07-10 thru 2022-07-11,2022-07-10,2022-07-11,THINK AHEAD CHESS,ALANNA KATZ,1,24,202207114242,40.7128,-74.006,city_centroid
2025 HARVEY LERMAN FLORIDA STATE CHAMPIONSHIP,"KISSIMMEE, FL  34747",KISSIMMEE,FL,34747,US,city+state+zip,2025-08-29 thru 2025-09-01,2025-08-29,2025-09-01,BOCA RATON CHESS CLUB,JON HASKEL,7,285,202509013032,27.766279,-81.686783,state_centroid
2025 FLORIDA STATE QUICK CHAMPIONSHIP,"KISSIMME, FL  34747",KISSIMME,FL,34747,US,city+state+zip,2025-08-31,2025-08-31,2025-08-31,BOCA RATON CHESS CLUB,CHARLES W HATHERILL,1,66,202508312282,27.766279,-81.686783,state_centroid
33RD ANNUAL SOUTHERN OPEN,"KISSIMMEE, FL  34747",KISSIMMEE,FL,34747,US,city+state+zip,2025-07-25 thru 2025-07-27,2025-07-25,2025-07-27,CONTINENTAL CHESS ASSOCIATION,DAVID A HATER,6,187,202507271882,27.766279,-81.686783,state_centroid
12TH SUMMER SOLSTICE OPEN,"ESTERO, FL  33928",ESTERO,FL,33928,US,city+state+zip,2025-06-27 thru 2025-06-29,2025-06-27,2025-06-29,BOCA RATON CHESS CLUB,JON HASKEL,6,115,202506296402,27.766279,-81.686783,state_centroid
12TH SUMMER SOLSTICE OPEN BLITZ,"ESTERO, FL  33928",ESTERO,FL,33928,US,city+state+zip,2025-06-28,2025-06-28,2025-06-28,BOCA RATON CHESS CLUB,SHAMA YISRAEL,1,21,202506285352,27.766279,-81.686783,state_centroid
CFCC 2025 SUNSHINE OPEN (BLITZ),"ORLANDO, FL  32830",ORLANDO,FL,32830,US,city+state+zip,2025-06-14 thru 2025-06-15,2025-06-14,2025-06-15,CENTRAL FLORIDA CHESS CLUB,STEVEN VIGIL,1,34,202506156392,28.5383,-81.3792,city_centroid
CFCC 2025 SUNSHINE OPEN  (MASTER - CLASS D),"ORLANDO, FL  32830",ORLANDO,FL,32830,US,city+state+zip,2025-06-13 thru 2025-06-15,2025-06-13,2025-06-15,CENTRAL FLORIDA CHESS CLUB,STEVEN VIGIL,6,144,202506156752,28.5383,-81.3792,city_centroid
FRIDAY NIGHT LIGHTS - 74,"CORAL SPRINGS, FL  33065",CORAL SPRINGS,FL,33065,US,city+state+zip,2025-03-21,2025-03-21,2025-03-21,954CHESS INC,OTIS WILSON,1,13,202503214032,27.766279,-81.686783,state_centroid
22ND ANNUAL  SOUTHERN CLASS CHAMPIONSHIPS,"KISSIMMEE, FL  34747",KISSIMMEE,FL,34747,US,city+state+zip,2025-03-07 thru 2025-03-09,2025-03-07,2025-03-09,CONTINENTAL CHESS ASSOCIATION,ALEX DSHALALOW,8,168,202503097362,27.766279,-81.686783,state_centroid
2025 US AMATEUR TEAM SOUTH,"THE VILLAGES, FL  32162",THE VILLAGES,FL,32162,US,city+state+zip,2025-02-21 thru 2025-02-23,2025-02-21,2025-02-23,THE VILLAGES CHESS CLUB,OTIS WILSON,1,224,202502237912,27.766279,-81.686783,state_centroid
22ND ANNUAL TURKEY BOWL,"BOCA RATON, FL  33487",BOCA RATON,FL,33487,US,city+state+zip,2024-11-15 thru 2024-11-17,2024-11-15,2024-11-17,BOCA RATON CHESS CLUB,MATTHEW EDWARD KOLCZ,6,212,202411170442,27.766279,-81.686783,state_centroid
GEORGE HANKERSON JR MEMORIAL,"DELRAY BEACH, FL  33483",DELRAY BEACH,FL,33483,US,city+state+zip,2024-07-27 thru 2024-07-28,2024-07-27,2024-07-28,954CHESS INC,OTIS WILSON,5,53,202407284712,27.766279,-81.686783,state_centroid
32ND ANNUAL SOUTHERN OPEN,"ORLANDO, FL  32822",ORLANDO,FL,32822,US,city+state+zip,2024-07-19 thru 2024-07-21,2024-07-19,2024-07-21,CONTINENTAL CHESS ASSOCIATION,HAROLD G STENZEL,5,224,202407219522,28.5383,-81.3792,city_centroid
2ND WORLD OPEN JUNIOR CHAMPIONSHIP,"PHILADELPHIA, PA  19103",PHILADELPHIA,PA,19103,US,city+state+zip,2024-07-01 thru 2024-07-02,2024-07-01,2024-07-02,CONTINENTAL CHESS ASSOCIATION,CHARLES W HATHERILL,3,53,202407029292,39.9526,-75.1652,city_centroid
BOCA RATON CHESS CLUB-G30;D5,"BOCA RATON, FL  33433",BOCA RATON,FL,33433,US,city+state+zip,2024-05-17,2024-05-17,2024-05-17,BOCA RATON CHESS CLUB,OTIS WILSON,2,23,202405171742,27.766279,-81.686783,state_centroid
29TH SPACE COAST OPEN AND ALEX ZELNER MEMORIAL,"MELBOURNE, FL  32901",MELBOURNE,FL,32901,US,city+state+zip,2024-05-03 thru 2024-05-05,2024-05-03,2024-05-05,SPACE COAST CHESS FDN INC.,CHARLES W HATHERILL,8,210,202405054442,27.766279,-81.686783,state_centroid
UCF TOURNAMENT,"ORLANDO, FL  32816",ORLANDO,FL,32816,US,city+state+zip,2024-03-30,2024-03-30,2024-03-30,YAFEELACADEMY,RAGHAV VENKAT,2,32,202403300462,28.5383,-81.3792,city_centroid
CHESS AT THE FORUM,"DEERFIELD BEACH, FL  33442",DEERFIELD BEACH,FL,33442,US,city+state+zip,2024-03-22,2024-03-22,2024-03-22,BOCA RATON CHESS CLUB,OTIS WILSON,3,33,202403223382,27.766279,-81.686783,state_centroid
21ST ANNUAL SOUTHERN CLASS CHAMP,"ORLANDO, FL  32817",ORLANDO,FL,32817,US,city+state+zip,2024-03-15 thru 2024-03-17,2024-03-15,2024-03-17,CONTINENTAL CHESS ASSOCIATION,STEPHEN F LAMPKIN,8,256,202403170122,28.5383,-81.3792,city_centroid
SOUTHERN CLASS BLITZ 2024,"ORLANDO, FL  32817",ORLANDO,FL,32817,US,city+state+zip,2024-03-16,2024-03-16,2024-03-16,CONTINENTAL CHESS ASSOCIATION,ANDREW B REA,1,40,202403169402,28.5383,-81.3792,city_centroid
SOUTHWEST CLASS BLITZ,"IRVING, TX  75063",IRVING,TX,75063,US,city+state+zip,2024-02-18,2024-02-18,2024-02-18,CONTINENTAL CHESS ASSOCIATION,DAVID A HATER,1,88,202402182122,31.054487,-97.563461,state_centroid
21ST ANNUAL TURKEY BOWL,"FORT LAUDERDALE, FL  33309",FORT LAUDERDALE,FL,33309,US,city+state+zip,2023-11-10 thru 2023-11-12,2023-11-10,2023-11-12,BOCA RATON CHESS CLUB,JON HASKEL,6,198,202311129092,27.766279,-81.686783,state_centroid
21ST ANNUAL TURKEY BOWL BLITZ,"FORT LAUDERDALE, FL  33309",FORT LAUDERDALE,FL,33309,US,city+state+zip,2023-11-11,2023-11-11,2023-11-11,BOCA RATON CHESS CLUB,OTIS WILSON,1,28,202311119082,27.766279,-81.686783,state_centroid
